Lista de precios Comercializadora de valor agregado S.A. de C.V. (26/09/2013 15:30:00),,,,
Clave,Marca,Descripcion,Precio,Stock
NIC-1064,D-LINK,SWITCH D-LINK 8 PUERTOS GIGABIT ETHERNET POE ,121.69,1
NIC-1071,TRENDNET,ACCESS POINT TRENDNET POE INALAMBRICO N A 300 MBPS,100.71,3
NIC-1072,TP LINK,SWITCH TP-LINK 24 PUERTOS RJ45 10/100/1000 CON AUTO MDI/MDI PARA RACK 19 PULGADAS,101.91,2
NIC-1075,TP LINK,SWITCH TP-LINK 16 PUERTOS 10/100 MBPS NO ADMINISTRABLE PARA RACK DE 13 PULGADAS,28.76,2
NIC-1077,D-LINK,ACCESS POINT D-LINK WIRELESS N PARA INTERIORES/SOPORTA POE/AIRPREMIER CON CHASIS METALICO BLANCO,140.45,1
NIC-1080,TP LINK,SWITCH TP-LINK 48 PUERTOS GIGABIT NO ADMINISTRABLE PARA RACK 19 PULGADAS,462.92,2
NIC-1082,D-LINK,FIREWALL D-LINK CON POTENTE GESTION UNIFICADA DE AMENAZAS (UTM) /5 LAN GIGA/1 WAN/1 DMZ,370.79,1
NIC-1084,D-LINK,ROUTER D-LINK DE SERVICIOS UNIFICADO/ WIRELESS N/ 4 PTOS GIGABIT/USB/BALANCEO DE CARGAS/VPN. ,365.17,0
NIC-1085,LINKSYS,REPETIDOR LINKSYS RE1000-LA 802.11N 1PTO. 10/100 DOS ANTENAS INTERNAS.,63.56,1
NIC-1092,HP,"SWITCH HP 1910-24G-POE (365W) 10/100/1000 POE 4SFP L2,L3,SMART ADMIN,RACK,QOS,IPV6,VLAN",813.06,1
NIC-1104,D-LINK,SWITCH D-LINK XSTACK ADMINISTRABLE 10/100/1000 BASET- L2 DE 24 PUERTOS POE GIGABIT + 4 PUERTOS SFP,897.75,3
NIC-1105,TP LINK,SWITCH TP-LINK ADMINISTRABLE CAPA 2 CON 24 RJ45 10/100 + 4 GIGABIT + 2 SFP + 1 CONSOLA,165.85,2
NIC-1107,LINKSYS,ROUTER LYNKSYS E2500 802.11N 600MBPS DOBLE BANDA 4 PTOS 10/100 ANTENA INT 4,63.56,1
NIC-1108,APC,TARJETA DE RED APC NETWORK MANAGEMENT CON MONITOREO,382.49,2
NIC-1110,EATON,TARJETA-MS DE RED EATON PARA MONITOREO DE UPS,176.14,1
NIC-1112,HP,"ACCESS POINT HP M200 A/B/G/N, 1PTO 10/100/1000, 3 ANTENAS, POE",170.72,1
NIC-1115,TP LINK,ROUTER INALAMBRICO TP-LINK 150MBPS 802.11N/G/B TAMA??a??O MINI DE BOLSILLO ANTENAS INTERNAS,16.85,2
NIC-1118,LINKSYS,SWITCH LINKSYS 5 PUERTOS 10/100 MBPS QOS,25.42,1
NIC-1119,D-LINK,ROUTER D-LINK WIRELESS DE SERVICIOS UNIFICADO,292.13,1
NIC-1120,D-LINK,SWITCH ADMINISTRABLE D-LINK  XSTACK L2 DE 48 PUERTOS POE GIGABIT + 4 PTOS SFP,1437.08,1
NIC-1121,TP LINK,ACCESS POINT INALAMBRICO/WIRELESS TP-LINK EXTERIO 802.11N 150MBPS ANTENA 15DBI 5GHZ POTENCIA 500MWAT,51.91,2
NIC-1125,INTELLINET,SWITCH INTELLINET 16 PTOS 10/100 NEGRO,44.55,3
NIC-1127,TP LINK,ROUTER BALANCEADOR DE CARGA TP-LINK GIGABIT 1 PUERTO WAN 1 LAN 3 LAN-WAN,157.53,2
NIC-1128,TRENDNET,ROUTER TRENDNET INALAMBRICO N BANDA DUAL CONCURRENTE A 450 MBPS,138.4,3
NIC-1134,TP LINK,ROUTER TP-LINK ADSL2 + MODEM,14.16,0
NIC-1136,TP LINK,ROUTER VPN TP LINK BALANCEADOR DE CARGA 2 PUERTOS WAN 2 LAN GIGABIT,198.99,2
NIC-1138,TP LINK,SWITCH TP-LINK WEB SMART 16 PUERTOS 10/100 1 GIGABIT Y 1 SFP GIGABIT,74.61,2
NIC-1139,INTELLINET,"SWITCH POE INTELLINET DE 8 PUERTOS, 7.3 WATTS, ENDSPAN, NEGRO.",154.47,3
NIC-1145,TP LINK,ROUTER TP-LINK INALAMBRICO MULTIFUNCIONAL N 300MBPS 1 PUERTO WAN Y 4 LAN RJ45 10/100 + 1 PUERTO USB,31.57,2
NIC-1146,TP LINK,ROUTER TP-LINK INALAMBRICO 3G/4G N 150MBPS PORTATIL 1 PUERTO WAN 10/100 1 PUERTO USB 2.0,20.84,2
NIC-1149,HP,ACCESS POINT HP MSM430 DUAL RADIO 802.11N,558.4,1
NIC-1150,D-LINK,FIREWALL D-LINK CON POTENTE GESTION UNIFICADA DE AMENAZAS (UTM) / 2 PTOS WAN/ 7 PTOS LAN/ 1PTOS DMZ ,766.29,1
NIC-1152,D-LINK,ACCESS POINT D-LINK WIRELESS 802.11N A 150 MBPS PARA INTERIORES,25.84,1
NIC-1153,TRENDNET,REPETIDOR Y EXTENSOR TRENDNET INALAMBRICO N A 300MBPS,39.99,3
NIC-1154,TRENDNET,SWITCH TRENDNET GREENNET GIGABIT DE 16 PUERTOS,116.12,3
NIC-1155,TRENDNET,SWITCH TRENDNET GREENNET GIGABIT DE 24 PUERTOS,157.75,3
NIC-1156,TRENDNET,SWITCH TRENDNET WEB SMART GIGABIT DE 24 PUERTOS,202.7,3
NIC-1161,HP,"SWITCH HP 5500-24G EI, 24P 10/100/1000, 4 DUAL SFP, 2 MOD. EXPANSION, ADMIN, RACK, QOS, GAR LIM X V",2843.91,1
NIC-1162,HP,"SWITCH HP 5500-48G EI 48P 10/100/1000, 4 DUAL SFP, 2 MOD EXP, ADMIN, RACK, QOS, GAR LIM X VIDA",5167.12,1
NIC-1165,TRENDNET,SWITCH TRENDNET GREENNET GIGABIT DE 5 PUERTOS,22.54,3
NIC-1167,INTELLINET,TARJETA DE RED PCI INTELLINET INALAMBRICA 300N,27.84,3
NIC-1168,D-LINK,SWITCH D-LINK XSTACK ADMINISTRABLE 24 PUERTOS 10/100/1000 BASE-T L2 + 4 PUERTOS COMBO BASE-T/SFP,485.39,3
NIC-1169,INTELLINET,"SWITCH POE INTELLINET DE 4 PUERTOS DE 7.3 WATTS Y 4 PUERTOS ESTANDARES RJ45, ENDSPAN, NEGRO.",106.49,3
NIC-1172,TRENDNET,ROUTER TRENDNET DE BANDA ANCHA DE 4 PUERTOS,21.87,3
NIC-1174,TP LINK,REPETIDOR INALAMBRICOEXTENSOR DE RANGO TP-LINK 150MBPS,17.64,2
NIC-1176,TP LINK,REPETIDOR INALAMBRICO EXTENSOR DE RANGO TP-LINK 300MBPS,28.31,2
NIC-1177,TP LINK,ROUTER TP-LINK 4 PTS WIRELESS 802.11N/G/B 300MBPS ADSL2+ MODEM 2 ANTENAS DESMONTABLES 3DBI,33.82,2
NIC-1178,TP LINK,ROUTER TP-LINK 4 PTS WIRELESS 802.11N/G/B 150MBPS ADSL2+ MODEM 1 ANTENA DESMON 5DBI,26.4,2
NIC-1182,TP LINK,ROUTER INALAMBRICO TP-LINK 150MBPS 802.11N/G/B ANTENA FIJA 5DBI OMNIDIRECCIONAL 4 PUERTOS 10/100,15.62,2
NIC-1184,TRENDNET,PRINT SERVER TRENDNET MULTIFUNCION DE 1 PUERTO USB,55.88,3
NIC-1185,TRENDNET,PRINT SERVER TRENDNET INALAMBRICO MULTIFUNCION N DE 1 PUERTO USB,72.82,3
NIC-1188,TRENDNET,TARJETA DE RED PCI TRENDENT  INALAMBRICA N A 150 MBPS,10.94,3
NIC-1191,TP LINK,TARJETA DE RED PCI TP-LINK WIRELESS 802.11N/G/B 300MBPS 2 ANTENA DESMONTABLES 2DBI,12.7,2
NIC-1194,TP LINK,TARJETA DE RED PCI TP-LINK GIGABIT 10/100/1000,6.18,2
NIC-1195,TP LINK,ROUTER TP-LINK INALAMBRICO 3G/4G N 150MBPS PORTATIL CON BATERIA 1 PUERTO LAN/WAN 1 USB 2.0,31.15,2
NIC-1197,TRENDNET,SWITCH TRENDNET DE 16 PUETOS A 10/100MBPS,28.29,3
NIC-1198,TRENDNET,ROUTER TRENDNET INALAMBRICO N A 300MBPS GREENNET,22.63,3
NIC-1204,LINKSYS,SWITCH LINKSYS  5 PUERTOS 10/100/1000/GIGABIT/QOS/,45.76,1
NIC-1205,TP LINK,TARJETA DE RED PCI TP-LINK WIRELESS 802.11N/G/B 150MBPS 1 ANTENA DESMONTABLE 2DBI.,9.89,2
NIC-1206,TP LINK,ROUTER INALAMBRICO TP-LINK 150MBPS 802.11N/G/B TAMA??a??O NANO ANTENAS INTERNAS,15.17,2
NIC-1207,TP LINK,ROUTER VPN TP-LINK DE BANDA ANCHA 1 PUERTO WAN Y 4 LAN GIABIT,49.78,2
NIC-1210,ANSEL,RADIO/ANTENA EXTERIOR 802.11 A/N /ENLACES MAX 7KM ANSEL 200MBPS 5.8GHZ 26DBM,170.59,3
NIC-1212,TENDA,"TARJETA RED INAL USB TENDA N-150, 2.4 GHZ, 1 X 4DBI FIJA 802.11 B/G/N",7.67,2
NIC-1213,TENDA,"TARJETA RED INAL USB MINI TENDA 802.11B/G/N 150 MBPS, 2.4GHZ, ANT INT 3DBI COMPATIBLE MAC",6.39,2
NIC-1214,TENDA,"TARJETA RED INAL USB PICO TENDA N-150, 2.4 GHZ, ANTENA INTERNA 3DBI 802.11 B/G/N COMPATIBLE MAC",6.66,2
NIC-1215,TENDA,"TARJETA RED INAL USB TENDA N-150, 2.4 GHZ, ANT DESMON 4.2DBI OMNI 802.11 B/G/N",8.75,2
NIC-1217,TENDA,"TARJETA RED INALAMBRICA USB TENDA N-300MBPS, MIMO 2 ANTENAS 3DBI 802.11 B/G/N COMPATIBLE MAC",13.4,2
NIC-1218,TENDA,"TARJETA RED INAL USB TENDA, N-300M, 2.4 GHZ WPS, MIMO 2 ANTENAS 2T2R, 802.11 B/G/N COMPATIBLE MAC",12.02,2
NIC-1219,TENDA,"TARJETA DE RED INALAMBRICA PCI TENDA, N-300M, 2.4 GHZ, 2 ANTENAS 2.2DBI, 802.11 B/G/N",14.61,2
NIC-1220,TENDA,"ROUTER TENDA INALAMBRICO, N-150 MBPS, 2.4 GHZ, 4 PUERTOS LAN 10/100M, 1 PUERTO WAN 10/100M",15.49,2
NIC-1221,TENDA,"ROUTER TENDA INALAMBRICO, 300MBPS N-300M, 2.4GHZ, 4 PUERTOS LAN 10/100M, 1 PUERTO WAN 10/100M",24.79,2
NIC-1222,TENDA,"ROUTER TENDA INALAMBRICO 3G, N-150M, 2.4GHZ, 4 PUERTOS LAN10/100M, 1 PUERTO WAN10/100M, 1 USB 2.0",26.02,2
NIC-1224,TENDA,"ROUTER TENDA INALAMBRICO 3G 3.5/3.75G N-150 MBPS, CON BATERIA DE 5 HR. RECARGABLE",36.63,2
NIC-1225,TENDA,"ROUTER TENDA INAL, N-300M, 2.4GHZ, 4 X LAN 10/100M, 1 X WAN 10/100M, MIMO, 3 ANT X 3DBI FIJAS",40.2,2
NIC-1226,TENDA,"ROUTER INAL TENDA, N-300M, 2.4GHZ, MIMO, 4 X LAN 10/100M, 1 X WAN 10/100M, 2 ANTENA X 5DBI",21.44,2
NIC-1227,TENDA,"ROUTER MINI INAL TENDA , N-150M, 2.4 GHZ, 1 X LAN 10/100M, 1 X WAN 10/100M, ANTENA 5DBI",17.15,2
NIC-1228,TENDA,"ACCESS POINT TENDA, N-150M, 2.4 GHZ, 1 PUERTOS LAN/WAN 10/100M, 1 X 5DBI",16.44,2
NIC-1229,TENDA,"ACCESS POINT TENDA POE, N-300M, 2.4 GHZ 1 PUERTO LAN 10/100/1000 MBPS, 3 ANT X 3DBI DESMONTABLE",40.02,2
NIC-1231,TENDA,"ROUTER TENDA INALAMBRICO, N-150M, 2.4 GHZ, 4 PUERTOS LAN 10/100M, 1 PUERTO WAN 10/100M",15.27,2
NIC-1233,TENDA,"ACCESS POINT TENDA POE, N-300M, 2.4 GHZ, 1 PUERTO LAN GIGABIT 10/100/1000M, 2X2.2DBI ANTENAS",41.71,2
NIC-1234,TENDA,"ADSL2+ MODEM ROUTER TENDA INALAMBRICO N-300M, 4XLAN 10/100M, 1XWAN RJ11, 2 ANT X 5DBI DESMONTABLES",35.73,2
NIC-1235,TENDA,"ADSL2+ MODEM ROUTER TENDA INALAMBRICO N-150M, 4X10/100M, 1 X RJ11, 1 ANTENA 5DBI OMNIDIR DESMONTABLE",29.78,2
NIC-1237,TENDA,"SWITCH MINI TENDA DE ESCRITORIO DE 8 PUERTOS 10/100 MBPS NO ADMINISTRABLE, CARCASA DE PLASTICO",7,2
NIC-1238,TENDA,"SWITCH TENDA 16 PUERTOS FAST EHERNET, NO ADMINISTRABLE",19.97,2
NIC-1239,TENDA,"SWITCH TENDA SOHO, 16 PUERTOS 10/100M, NO ADMINISTRABLE, CARCASA METALICA PARA RACK",37.67,2
NIC-1241,TENDA,"SWITCH TENDA SOHO, 8 PUERTOS GIGABIT 10/100/1000M, NO ADMINISTRABLE",25.51,2
NIC-1243,TENDA,"ROUTER TENDA DUAL WAN, 2XWAN 10/100M, 3XLAN 10/100M, DDNS, FIREWALL",66.78,2
NIC-1245,TENDA,"SWITCH TENDA SOHO, 16 PUERTOS GIGABIT 10/100/1000M, NO ADMINISTRABLE, CARCASA METALICA PARA RACK",75.19,2
NIC-1247,TP LINK,ROUTER TP-LINK INALAMBRICO DE BANDA DUAL N750 MBPS 4 PUERTOS RJ45 LAN Y 1 WAN GIGBIT + 2 USB 2.0,77.08,2
NIC-1252,D-LINK,SWITCH D-LINK XSTACK ADMINISTRABLE 48 PUERTOS 10/100/1000 BASE-T L2 + 4 PUERTOS COMBO BASE-T/SFP,1055.06,1
NIC-1253,D-LINK,ACCESS POINT D-LINK WIRELESS N A 300MBPS/SOPORTA POE/DUAL BAND/ AIRPREMIER CON CHASIS METALICO. ,474.72,3
NIC-1254,D-LINK,ROUTER D-LINK MYDLINK WIRELESS N HASTA 300 MBPS/ANTENAS 5DBI/4PTOS ETHERNET/VIAJA EN LA NUBE,28.65,3
NIC-1255,CISCO,"SWITCH CISCO 16P 10/100/1000, RACK, NO ADMIN, QOS, GAR LIM POR VIDA",154.92,1
NIC-1256,EATON,"TARJ/CONNECT/UPS X WEB/SNMP/COMP/5115,5125,9140,9155,BLADE/SLOT X",261.36,1
NIC-1258,D-LINK,TARJETA DE RED D-LINK PCI 10/100/1000MBPS,15.08,1
NIC-1261,D-LINK,ACCESS POINT D-LINK WIRELESS N UNIFICADO PARA INTERIORES/SOPORTA POE/PARA WIRELLES SWITCH DWS-4026,612.36,3
NIC-1263,D-LINK,SWITCH D-LINK XSTACK ADMINISTRSABLE 28 PTOS GIGABIT APILABLE L3 + 24 PTOS GIGABIT+4PTOS COMBO SFP.,2134.83,3
NIC-1264,CISCO,"SWITCH CISCO 8P 10/100, POE (4 PTOS), DESKTOP, NO ADMIN, QOS, GAR LIM X VIDA",115.36,1
NIC-1265,D-LINK,SWITCH D-LINK XSTACK ADMINISTRABLE. 28PTOS GIGABIT APILABLE L3 POE + 24PTOS GIGABIT+4PTOS COMBO SFP,2247.19,5
NIC-1267,TENDA,SWITCH MINI TENDA DE ESCRITORIO DE 5 PUERTOS 10/100 MBPS NO ADMINISTRABLE,6.39,2
NIC-1268,TENDA,"SWITCH TENDA SOHO, 8 PUERTOS 10/100M, NO ADMINISTRABLE, CARCASA DE PLASTICO, IEE802.3, IEE802.3U, AU",7.47,2
NIC-1270,D-LINK,"ROUTER D-LINK PORTATIL WIRELLESS, N150, 1 PUERTO DE RED LAN/ WAN, 1 PUERTO USB 2.0",29.21,1
NIC-1271,CISCO,"ACCESS POINT CISCO 802.11 B/G/N, 1PTO 10/100, POE, SINGLE BAND, GAR LIM X VIDA",117.39,1
NIC-1272,LINKSYS,"ROUTER LINKSYS EA4500 802.11N  900MBPS DOBLE BANDA 4 PTOS 10/100/1000 C/USB, ANTENAS INT 6",138.67,2
NIC-1275,TRENDNET,SWITCH TRENDNET POE 16 PTOS 10/100 MBPS POE,401.25,3
NIC-1276,TRENDNET,TARJETA DE RED MINI USB TRENDNET INALAMBRICA N SPEED  A 300 MBPS,13.84,3
NIC-1281,CISCO,"SWITCH CISCO 24P 10/100 + 2P COMBO, RACK, NO ADMIN, QOS, GAR LIM X VIDA",139.79,1
NIC-1283,TP LINK,ROUTER INALAMBRICO TP-LINK 150MBPS 802.11N/G/B 2 PUERTOS RJ45 LAN 10/100 ANTENA INTERNA,14.61,2
NIC-1284,TP LINK,TARJETA DE RED USB TP-LINK INALAMBRICA 150 MBPS 802.11N/G/B TAMA??a??O NANO,6.97,2
NIC-1287,CISCO,"SWITCH CISCO 8P 10/100, DESKTOP, NO ADMIN, QOS, GAR LIM X VIDA",33.39,1
NIC-1288,LINKSYS,"ROUTER LINKSYS E900 802.11N 300MBPS, FAST ETHERNET (10/100 MBPS) ANTENAS 2X2",32.36,1
NIC-1290,TP LINK,SWITCH TP-LINK ADMINISTRABLE CAPA 2 CON 24 PUERTOS RJ45 10/100/1000 POE 802.3AT/AF 320W,414.83,2
NIC-1292,TP LINK,TARJETA DE RED PCIE TP-LINK WIRELESS 802.11N/G/B 300MBPS 2 ANTENAS DESMONTABLES 2DBI,11.24,2
NIC-1294,TP LINK,TARJETA DE RED USB TP-LINK INALAMBRICA 300 MBPS 802.11A/B/G/N BANDA DUAL 5 Y 2.4GHZ,14.94,2
NIC-1299,CISCO,"SWITCH CISCO 8P 10/100/1000, DESKTOP, NO ADMIN, QOS, GAR LIM X VIDA",56.01,1
NIC-1304,TENDA,"ROUTER INALAMBRICO N-600 DUAL BAND (300-300) 2.4-5GHZ. USB, MIMO. 1LAN-3WAN-1IPTV-1USB NUBE",63.06,2
NIC-1306,TRENDNET,ACCESS POINT TRENDNET DE12DBI POE PARA EXTERIORES  5GHZ INALAMBRICO N300,253.25,3
NIC-1312,CISCO,"ACCESS POINT CISCO 802.11 B/G/N, POE, D BAND, SINGLE RADIO, 1PTO 10/100/1000, GAR LIM X VIDA",210.36,1
NIC-1313,D-LINK,ROUTER D-LINK WIRELESS N STORAGE /GIGABIT/DUAL BAND/LCD DE 3.2,140.81,1
NIC-1314,CISCO,"SWITCH CISCO SG300-10P, 8P 10/100/1000 + 2P COMBO, POE, RACK, ADMIN, QOS, VLAN, GAR LIM X VIDA",350.14,1
NIC-1315,LINKSYS,TARJETA DE RED USB LINKSYS CONEXION INALAMBRICA N (2.4 GHZ)VELOCIDAD HASTA 300 MBPS.,19.64,1
NIC-1316,CISCO,"ROUTER ATA CISCO 1P WAN, 1P LAN, 2P RJ-11 FXS TELEFONO ANALOGICO, 1 A??a??O",57,1
NIC-1317,TRENDNET,FIREWALL ROUTER TRENDNET FAST ETHERNET DE 4 PUERTOS,36.35,3
NIC-1319,TP LINK,ACCESS POINT INALAMBRICO/WIRELESS TP-LINK 802.11N/G/B 300MBPS 2 ANTENAS DESM 4DBI CONECTOR SMA,28.31,2
NIC-1322,INTELLINET,SWITCH INTELLINET FAST ETHERNET 16 PUERTOS PARA MONTAJE EN RACK,51.21,3
NIC-1324,LINKSYS,"TARJETA DE RED USB LINKSYS 802.11N, DOBLE BANDA N SELECCIONABLE 2,4 O 5 GHZ,  2 ANTENAS INTERNAS",28.89,2
NIC-1325,LINKSYS,ROUTER LINKSYS EA2700-LA 802.11N 600MBPS DOBLE BANDA 4 ANTENAS INT  4 PUERTOS 10/100/1000,80.89,2
NIC-1326,ENGENIUS,ACCESS POINT REPETIDOR WDSAP ENGENIUS WIFI INT 802.11-N 150MBPS 1300MLWATTS EIRP ANTENA 5 DBI POE AF,89.44,1
NIC-1327,ENGENIUS,ACCESS POINT /REPETIDOR /WDS ENGENIUS WIRELESS INT 802.11-N 300 MBPS 800MLWATTS 2 ANT. 5 DBI POE AF,97.39,1
NIC-1328,ENGENIUS,ACCESS POINT /REPETIDOR  ENGENIUS WIRELESS INT 802.11-N 300 MBPS 800MLW 2 ANT. 5 DBI POE AF GIGABIT,123.39,1
NIC-1329,ENGENIUS,ACCESS POINT ENGENIUS BRIDGE INALAMBRICO-N 150MBPS EXTERNO DE LARGO ALCANCE DE 500 MW,80.69,1
NIC-1330,ENGENIUS,ACCESS POINT ENGENIUS INALAMBRICO-N 2.4GHZ 150MBPS EXTERNO LARGO ALCANCE 500MW(SIN ANTENA),84.06,1
NIC-1331,ENGENIUS,ACCESS POINT ENGENIUS INALAMBRICO-N 2.4GHZ 300MBPS EXTERNO DE LARGO ALCANCE DE 800MW(10DBI),105.7,1
NIC-1332,ENGENIUS,ACCESS POINT ENGENIUS INALAMBRICO-N 2.4GHZ 300MBPS EXTERNO DE LARGO ALCANCE 800MW (14DBI),285.1,1
NIC-1333,ENGENIUS,ACCESS POINT ENGENIUS INALAMBRICO-N 2.4 GHZ 300MBPS EXTERNO LARGO ALCANCE 800MW(2 ANT OMNI 5DBI),313.62,1
NIC-1334,ENGENIUS,ACCESS POINT ENGENIUS INALAMBRICO-N 5GHZ 300MBPS EXTERNO DE LARGO ALCANCE 630MW(13DBI),102.51,1
NIC-1335,ENGENIUS,ACCESS POINT REPETIDOR ENGENIUS WIRELESS INT 802.11-N 150 MBPS 400MLWATTS ANTENA SMA 5 DBI POE AF,70.43,1
NIC-1336,ENGENIUS,ACCESS POINT REPETIDOR ENGENIUS WIRELESS INT 802.11-N 300 MBPS 400MLWATTS 2 ANTENAS SMA 5 DBI POE AF,113.13,1
NIC-1337,ENGENIUS,ACCESS POINT REPETIDOR ENGENIUS WIRELESS INT 802.11-N 300MBPS 800MLWS 2 ANT SMA 5 DBI POE AF GIGABIT,125.58,1
NIC-1338,ENGENIUS,ROUTER ENGENIUS DE ALTA POTENCIA XTRARANGE INALAMBRICO 150N 4 PUERTOS INALAMBRICOS,43.99,1
NIC-1339,ENGENIUS,"ROUTER ENGENIUS WIRELESS N , XTRARANGE, HIGH-POWER 2.4GHZ 4-PUERTOS LAN/ 1 PUERTO WAN",48.09,1
NIC-1340,ENGENIUS,"ROUTER ENGENIUS WIRELESS-N, XTRARANGE, DUAL-BAND 2.4GHZ & 5GHZ-PUERTO GIGABIT",62.47,1
NIC-1344,ENGENIUS,"TARJETA DE RED USB ENGENIUS 802.11N, HIGH POWER (ROMPE-MUROS) DE 1300MWATTS HASTA 20,000MWATTS",33.81,1
NIC-1345,ENGENIUS,"TARJETA DE RED USB ENGENIUS INALAMBRICA N, DUAL-BAND HIGH SPEED, 300 MBPS, COMPATIBLE CON A/B/G/N",30.24,1
NIC-1350,ENGENIUS,"ROUTER ENGENIUS 3G POCKET, N 300 MBPS, 2.4 GHZ,  BATERIA INTERNA RECARGABLE",37.89,1
NIC-1351,TRENDNET,SWITCH TRENDNET POE 8 PTOS 10/100/1000 + POE,298.98,3
NIC-1354,CISCO,"ROUTER CISCO  4P 10/100/1000, CAT 5E O 6, DMZ, 10 VPN, QOS, FIREWALL, GAR LIM X VIDA",123.5,0
NIC-1356,HP,"SWITCH HP 1405-8G, 8P 10/100/1000, NO ADMIN, QOS, 3 ANOS GARANTIA",63.3,3
NIC-1357,TP LINK,ROUTER TP-LINK 4 PTS WIRELESS 802.11N/G/B 300MBPS ADSL2+ MODEM 2 ANTENAS DESMONTABLES 3DBI 1 PUERTO ,37.98,2
NIC-1363,TP LINK,SWITCH TP-LINK WEB SMART 8 PUERTOS 10/100 1 GIGABIT Y 1 SFP GIGABIT,58.09,2
NIC-1364,CISCO,"SWITCH CISCO SF300-24P, 24P 10/100 + 4P 10/100/1000 (2 DUAL SFP), POE,  RACK, ADMIN, QOS, VLAN",491.96,1
NIC-1365,CISCO,"ROUTER CISCO 802.11 B/G/N,  MULTIFUN, REPETIDOR, BRIDGE, FIREWALL, 4 PTOS 10/100/1000, GAR LIM X VID",166.93,1
NIC-1367,CISCO,"SWITCH CISCO SG300-52, 48P 10/100/1000 + 4P 10/100/1000 (2 DUAL SFP), RACK, ADMIN, QOS, VLAN",920.82,1
NIC-1368,CISCO,"SWITCH CISCO 24P 10/100/1000 + 2 SFP COMBO, RACK, NO ADMIN, QOS, GAR LIM X VIDA",180.99,1
NIC-1369,CISCO,"SWITCH CISCO SG200-08P, 8P 10/100/1000, POE(4 PTOS), ADMIN LIGHT, QOS, VLAN, GAR LIM X VIDA",204.93,1
NIC-1370,CISCO,"SWITCH CISCO SF302-08P, 8P 10/100 + 2 COMBO, POE, RACK, ADMIN, QOS, VLAN, GAR LIM X VIDA",262.65,1
NIC-1371,CISCO,"SWITCH CISCO SG200-18, 16P 10/100/1000 + 2P SFP, RACK, ADMIN LIGHT, VLAN, QOS, GAR LIM X VIDA",253.11,1
NIC-1372,CISCO,"SWITCH CISCO SG300-20, 16P 10/100/1000 + 4P 10/100/1000 (2 DUAL SFP), RACK, ADMIN, QOS, VLAN",370.5,1
NIC-1373,CISCO,"ROUTER CISCO, 1P WAN, 1P DUAL WAN/DMZ, 4P LAN 10/100/1000,  FIREWALL, 50 VPN, QOS, GAR LIM X VIDA",193.39,1
NIC-1374,CISCO,"SWITCH CISCO 5P 10/100/1000, DESKTOP, NO ADMIN, QOS, GAR LIM X VIDA",50.89,1
NIC-1377,ENGENIUS,ROUTER ENGENIUS VPN DE SEGURIDAD INALAMBRICO N CON SWITCH GIGABIT,104.72,1
NIC-1378,ENGENIUS,REPETIDOR  MEDIA BRIDGE WIRELESS N 300 MBPS  2.4 GHZ WPS,58.03,1
NIC-1379,ENGENIUS,ACCESS POINT ENGENIUS WPS/REPETIDOR CLIENTE INALAMBRICO-N INDOOR 802.11 GIGABIT POE,96.61,1
NIC-1383,LENOVO,TARJETA DE RED LENOVO PARA THINKSERVER PRO/1000 PT DUAL PORT ETHERNET ADAPTER BY INTEL ( 67Y1393 ),2258.02,1
NIC-1385,D-LINK,"SWITCH D-LINK 28 PUERTOS POE GIGABIT SMART , INCLUYENDO 4 PUERTOS COMBO SFP",522.47,3
NIC-1386,D-LINK,"ROUTER D-LINK CLOUD INTERNET SERVER WIRELESS, N150, 4-PORTS LAN, 1-PORT WAN, 150MBPS - MYDLINK .",24.72,1
NIC-1389,D-LINK,SWITCH D-LINK WEBSMART SWITCH GIGABIT CON 24 PUERTOS 1000BASE-T Y 4 PUERTOS SFP.,223.6,3
NIC-139,D-LINK,SWITCH D-LINK 24 PTOS 10/100 BASE-T P/RACK,52.81,1
NIC-1392,D-LINK,ROUTER D-LINK WIFI N HASTA 600MBPS/ FUEL HD MEDIA/GIGABIT/DUAL BAND/ USB 3.0,172.17,1
NIC-1396,TP LINK,ROUTER TP-LINK WIRELESS N 300MBPS VOIP ADSL2 + MODEM-ROUTER,67.64,2
NIC-1399,TP LINK,SWITCH TP-LINK ADMINISTRABLE CAPA 2 CON 24 PUERTOS RJ45 10/100/1000 4SFP GIGABIT 1 CONSOLA,203.52,2
NIC-1400,ANSEL,RADIO/ANTENA 5GHZ ANSEL/MIKROTIK DUAL POLARITY 18DBI GBIT POE,176.77,1
NIC-1401,TRENDNET,ROUTER FIREWALL TRENDENT DSL Y SOPORTE VPN DE 4 PTOS,79.65,3
NIC-1402,HP,TAREJTA DE RED HP WIRELESS 802.11 B / G / N PCIE CARD,31.33,1
NIC-1418,D-LINK,ROUTER D-LINK WIRELESS N A 150 MBPS CON ANTENA DE 5 DBI /4 PUERTOS 10/100.,16.85,1
NIC-1419,D-LINK,"ACCESS POINT D-LINK , AIRPREMIER POE WIRELESS 11N, INDOOR, 300MBPS, GIGABIT LAN PORT",113.48,3
NIC-1420,CISCO,"CONMUTADOR CISCO, 802.11 N,  4P LAN GIGA, 1P WAN, 4P FXO, 2P USB , 25 USUARIOS, VOICEMAIL, SIP",675.18,1
NIC-1421,TP LINK,TARJETA DE RED USB TP-LINK 300MBPS 802.11N/G/B 2 ANTENAS DESMONTABLES 5DBI HASTA 2W,17.19,2
