Lista de precios Comercializadora de valor agregado S.A. de C.V. (26/09/2013 15:30:00),,,,
Clave,Marca,Descripcion,Precio,Stock
NIC-1422,LINKSYS,ROUTER LINKSYS X1000-LA N300 MODEM INALAMBRICO ADSL2+,60.09,2
NIC-1423,TP LINK,ROUTER TP-LINK 4 PTS GIGA WIRELESS 802.11N/G/B 300MBPS ADSL2+ MODEM 3 ANTENAS DESMONTABLES 5DBI 2 PU,62.92,2
NIC-1425,TRENDNET,ACCESS POINT TRENDNET INALAMBRICO N POE A 150 MBPS PARA EXTERIORES,126.62,3
NIC-1426,TRENDNET,ROUTER TRENDNET INALAMBRICO N A150 MBPS,20.26,3
NIC-1427,TENDA,"EXTENSOR DE RANGO / ACCESS POINT TENDA, N-300M, 2.4 GHZ, 1 PUERTO LAN/WAN 10/100M, ANT 2X5DBI FIJAS.",27.43,2
NIC-1428,TP LINK,TARJETA DE RED USB INALAMBRICA TP-LINK 300 MBPS 802.11N/G/B TAMA??a??O MINI,9.67,2
NIC-1429,D-LINK,SWITCH 24-PORTS 10/100 BASE-TX + 4-PORTS GIGABIT ; 2-PORTS COMBO SFP POE SMART III SWITCH,376.4,3
NIC-1430,ENGENIUS,ACCESS POINT /BRIDGE INALAMBRICO ENS200 DE LARGO ALCANCE 802.11N 2.4GHZ EXTERIOR 400MLW 150MBPS,59.57,1
NIC-1431,ENGENIUS,"AP/ROUTER ESR750H ENGENIUS XTRA RANGE DUAL BAND C 2.4/5GHZ, N750MBPS (300+450)",107.57,1
NIC-1433,INTELLINET,SWITCH  INTELIGENTE POE 8 PUERTOS INTELLINET,224.71,3
NIC-1434,INTELLINET,SWITCH POE PARA MONTAJE EN RACK DE 8 PUERTOS MYDSPAN INTELLINET,195.4,3
NIC-1435,ENGENIUS,"ACCESS POINT ENGENIUS EXTERIOR DUAL RADIO N 600 MBPS, 2.4 GHZ Y 5 GHZ, POE",539.84,1
NIC-1436,HP,TARJETA DE RED 331T PCIE HP 4 PUERTOS 1GB PARA SERVIDORES HP,365.57,1
NIC-1437,HP,TARJETA DE RED 361T PCIE HP 2 PUERTOS 1GB PARA SERVIDORES HP,3077.58,1
NIC-1440,TP LINK,ROUTER VPN TP LINK BALANCEADOR DE CARGA 2 PUERTOS WAN 2 LAN GIGABIT 50 TUNELES VPN,106.18,2
NIC-1441,ENGENIUS,ACCESS POINT REPETIDOR WDS ENGENIUS 800MW DUAL RADIO-N 600MBPS 2.4 / 5.8 GHZ POE GIGABIT 4 ANT. OMNI,170.48,1
NIC-1448,INTELLINET,SWITCH DE ESCRITORIO GIGABIT ETHERNET DE 8 PUERTOS,41.92,3
NIC-1449,TRENDNET,ROUTER TRENDNET INALAMBRICO N GIGABIT A 450 MBPS,101.03,3
NIC-1450,TENDA,"SWITCH WEB SMART TENDA, 24 PUERTOS GIGABIT, 2 PUERTOS SFP, ADMINISTRABLE, CARCASA METALICA",222.2,2
NIC-1451,TENDA,"ROUTER MINI TENDA INALAMBRICO, N-150M, 2.4 GHZ, 1 PUERTO WAN 10/100M.",17.88,2
NIC-1452,TENDA,"ADSL2+ MODEM TENDA, N-150M, 1 PUERTO 10/100M, 1 PUERTO RJ11",13.72,2
NIC-1453,TENDA,"SWITCH SOHO TENDA, 8 PUERTOS GIGABIT 10/100/1000M, 2 RANURAS SFP, NO ADMINISTRABLE, C. METALICA RACK",188.92,2
NIC-1454,TENDA,"TARJETA RED INALAMBRICA DUAL BAND USB TENDA, N-300M, 2.4 GHZ Y 5GHZ COMPATIBLE MAC",18.1,2
NIC-1455,TENDA,"MINI ROUTER/AP INALAMBRICO TENDA, N-150M, 2.4 GHZ, 1 PUERTO LAN/WAN 10/100M, 1 PUERTO ALIMENTACIoN",14.71,2
NIC-1456,TENDA,"POWER LINE TENDA, N200M, 1 PUERTO LAN/WAN 10/100M (INTERCAMBIABLE)",21.01,2
NIC-1457,TENDA,"2 POWER LINE TENDA, N200M, 1 PUERTO LAN/WAN 10/100M (INTERCAMBIABLE)",36.43,2
NIC-1458,TENDA,"SWITCH WEB SMART TENDA, 24 PUERTOS 10/100/1000M, 2 PUERTOS SFP, ADMINISTRABLE",176.12,2
NIC-1459,TENDA,"SWITCH SOHO TENDA, 48 PUERTOS 10/100M CON AUTO MDI/MDIX, NO ADMINISTRABLE, CARCASA METALICA P/RACK",92.38,2
NIC-1463,TP LINK,ROUTER TP-LINK INALAMBRICO BANDA DUAL N600 MBPS 4 PUERTOS RJ45 LAN Y 1 WAN 10/100 MBPS 1 PUERTO USB,50.9,2
NIC-1465,LINKSYS,"ROUTER LINKSYS EA6500 802.11AC 1750 MBPS DUAL-BAND 4PTOS 10/100/1000 2PUERTOS USB, ANTENAS INT 6",203.38,2
NIC-1466,TP LINK,ROUTER TP-LINK WIRELESS 3G 4G 802.11N/G/B 150MBPS ANTENA DESMONTABLE 5DBI,26.29,2
NIC-1468,LINKSYS,ACCESS POINT LINKSYS WAP300N 300N CON DUAL BAND,63.56,2
NIC-1469,D-LINK,ROUTER D-LINK DE SERVICIO UNIFICADO/5 SSL VPN/8 LAN/ 1 WAN,173.03,4
NIC-1470,D-LINK,"SWITCH D-LINK XSTACK MANAGED 52 PTOS GIGABIT STACKABLE L3+,  POE 48-PORTS GIGABIT, 4-PORTS UTP/SFP,",3764.04,4
NIC-1471,HP,"SWITCH HP 2530-24G 24P 10/100/1000 4SFP L2,FULL ADMIN,RACK,QOS,IPV6,VLAN",860.71,1
NIC-1472,D-LINK,ROUTER CILINDRO MYDLINK CLOUD WIRELESS N 300MBPS / GIGABIT/ DUAL BAND/ PTO USB,52.81,3
NIC-1473,D-LINK,ROUTER CILINDRO MYDLINK CLOUD WIRELESS N 600MBPS / GIGABIT/ DUAL BAND/ PTO USB,71.91,3
NIC-1475,HP,"SWITCH HP 2530-48G 48P 10/100/1000 4SFP L2,FULL ADMIN,RACK,QOS,IPV6,VLAN",1564.93,1
NIC-1476,HP,"SWITCH HP 2530-24G POE+ (195W) 10/100/1000 POE+ 4SFP L2,FULL ADMIN,RACK,QOS,IPV6,VLAN",1564.93,1
NIC-1477,HP,"SWITCH HP 2530-48G POE+ (382W) 10/100/1000 POE+ 4SFP L2,FULL ADMIN,RACK,QOS,IPV6,VLAN",2895.12,1
NIC-1484,HP,"SWITCH HP 1405-5 CAPA 2,NO ADMINI,DESKTOP,QOS,NO VLAN",24.9,1
NIC-1488,TP LINK,SERVIDOR DE IMPRESION TP-LINK ETHERNET 10/100 RAPIDO DE UN PUERTO USB2.0,33.15,2
NIC-1489,TP LINK,SWITCH TP-LINK ADMINISTRABLE CAPA 2 CON 16 PUERTOS RJ45 10/100/1000MBPS 2 COMBO SFP GIGABIT 1 PUERTO,150.45,2
NIC-1490,TP LINK,ROUTER TP-LINK INALAMBRICO 3G DESCARGA HASTA 21.6MBPS Y CARGA 5.76MBPS BATERIA INTERNA RECARGABLE,78.65,2
NIC-1491,TP LINK,SWITCH TP-LINK 5 PUERTOS RJ45 GIGABIT DE ESCRITORIO CARCASA METALICA AUTO-NEGOCIACION AUTO-MDI/MDIX,23.6,2
NIC-1492,TP LINK,SWITCH TP-LINK 8 PUERTOS RJ45 GIGABIT DE ESCRITORIO CARCASA METALICA AUTO-NEGOCIACION AUTO-MDI/MDIX,35.39,2
NIC-1495,TP LINK,SWITCH TP-LINK 8 PUERTOS GIGABIT 4 PUERTOS POE IEEE 802.3AF HASTA 15.4W PARA CADA UNO,70.79,2
NIC-1501,HP,SWITCH HP 5406 ZL CON SOFTWARE PREMIUM,1892.14,1
NIC-1504,D-LINK,"ROUTER D-LINK INALAMBRICO DWR-555, 3G, VPN, HSUPA, 4 PUERTOS LAN, 1 PUERTO WAN",162.92,1
NIC-1505,D-LINK,CONTROL INALAMBRICO CENTRALIZADO D-LINK PARA PUNTOS DE ACCESO,528.09,3
NIC-1506,HP,"SWITCH HP 1405-8 V2 CAPA 2,NO ADMIN,DESKTOP,QOS,NO VLAN,3 A?OS",39.12,3
NIC-1507,ENGENIUS,ACCES POINT /BRIDGE INALAMBRICO ENS202 LARGO ALCANCE 802.11N 2.4GHZ EXTERIOR 400MLW 300MBPS C/POE,82.81,1
NIC-1509,TP LINK,SWITCH TP-LINK 16 PUERTOS 10/100 MBPS NO ADMINISTRABLE PARA RACK DE 19 PULGADAS,32.48,2
NIC-1510,TP LINK,SWITCH TP-LINK 24 PUERTOS 10/100 MBPS NO ADMINISTRABLE PARA RACK DE 13 PULGADAS,36.97,2
NIC-1514,HP,"ACCES POINT HP MSM460 DUAL RADIO 802.11N ,MIMO 3X3 , 6 ANTENAS INTERNAS 1 RJ45",796.69,1
NIC-1515,TP LINK,ROUTER TP-LINK INALAMBRICO BANDA DUAL TOTAL A 1.75GBPS 4 PUERTOS RJ45 LAN Y 1 WAN GIGBIT + 2 USB 2.0,117.98,2
NIC-1518,TP LINK,SWITCH TP-LINK ADMINISTRABLE CAPA 2 CON 8  RJ45 10/100/1000MBPS 2 SFP GIGABIT 1 PUERTO DE CONSOLA,102.7,2
NIC-1520,ENGENIUS,ACCES POINT/BRIDGE ENGENIUS ENS200EXT ALTA POTENCIA 802.11N 2.4GHZ EXTERIOR 400MLW 150MBPS (SMA5DBI),69.4,1
NIC-1521,ENGENIUS,ACCES POINT/BRIDGE ENGENIUS ENS500 ALTA POTENCIA 802.11N 5.8GHZ EXTERIOR 400MLW 300MBPS (ANT 10DBI),81.99,1
NIC-1522,ENGENIUS,ACCES POINT/BRIDGE ENGENIUS ENS500 ALTA POTENCIA 802.11N 5.8GHZ EXTERIOR 400MLW 300MBPS (2 SMA 5DBI),93.62,1
NIC-1523,ENGENIUS,ACCES POINT/BRIDGE ENGENIUS ALTA POTENCIA 802.11N 2.4GHZ EXTERIOR 400MLW 300MBPS (2 SMA 5DBI) POE,89.3,1
NIC-1526,TP LINK,SWITCH TP-LINK 24 PUERTOS RJ45 10/100/1000 CON AUTO MDI/MDI PARA RACK 13 PULGADAS,95.62,2
NIC-1527,TP LINK,SWITCH TP-LINK 5 PUERTOS 10/100/1000 MBPS PARA ESCRITORIO O PARED,15.39,2
NIC-1528,D-LINK,SWITCH D-LINK 24 PUERTOS 10/100 MBPS,35.96,3
NIC-1529,D-LINK,ROUTER D-LINK AC1200 WIRELESS NUBE /DUAL-BAND /GIGABIT /USB.,80.9,1
NIC-1530,D-LINK,ROUTER CLOUD D-LINK  WIRELESS AC 1750 DUAL BAND/ GIGABIT/  USB 3.0,188.76,1
NIC-1531,D-LINK,ADAPTADOR NANO D-LINK USB WIRELESS N  A 300 MPBS,14.38,1
NIC-1533,D-LINK,"TARJETA DE RED MINI USB D-LINK INALAMBRICO AC600 ,DUAL BAND",25.51,1
NIC-1534,D-LINK,TARJETA DE RED USB 2.0 D-LINK INALAMBRICO AC DUAL BAND 1750 MBPS.,43.6,1
NIC-1535,D-LINK,ROUTER MYDLINK CLOUD WIRELESS AC750 MBPS DUAL BAND,55.96,1
NIC-1537,D-LINK,SWITCH D-LINK WEBSMART GIGABIT CON 16 PUERTOS 1000BASE-T Y 4 PUERTOS SFP.,185.39,5
NIC-1538,TRENDNET,REPETIDOR Y EXTENSOR TRENDNET INALAMBRICO N A 150MBPS,25.18,3
NIC-1544,ENGENIUS,ACCESS POINT REPETIDOR CB ENGENIUS 2500MW DUALRADIO-N 600MBPS 2.4 / 5.8 GHZ POE GIGABIT 4 ANT. SMA,196.63,1
NIC-1545,TP LINK,ROUTER INALAMBRICO TP-LINK 300 MBPS 802.11N/G/B POTENCIA DE TRANSMICION HASTA 1000MW,43.26,2
NIC-1547,TP LINK,REPETIDOR INALAMBRICO EXTENSOR DE RANGO TP-LINK 300MBPS PLUG AND PLAY SIN CABLES,31.46,2
NIC-1549,HP,"ROUTER HP MSR20-10 L2,L3,QOS",608.19,1
NIC-1550,TRENDNET,ROUTER TRENDNET DE BANDA DUAL INALAMBRICO AC1750,182.7,3
NIC-1551,HP,"SWITCH HP 2530-8G POE+ (67W) 10/100/1000 2SFP L2,FULL ADMIN,RACK,QOS,IPV6,VLAN",569.07,1
NIC-225,D-LINK,SWITCH D-LINK 24 PTOS 10/100/1000 MBPS P/RACK,140.45,1
NIC-24,ENCORE,SWITCH ENCORE 8 PUERTOS 10/100 MBPS,7.54,1
NIC-300,LINKSYS,ROUTER LINKSYS WRT54GL 802.11G 54MBPS C/4 PTOS,67.02,2
NIC-302,CISCO,"ROUTER CISCO 1P WAN, 1P DUAL WAN/DMZ, 4P LAN 10/100,  BALANCEO DE CARGA, FIREWALL, 50 VPN, GAR LIM X",156.07,1
NIC-305,CISCO,"SWITCH CISCO SF300-24, 24P 10/100 + 4P 10/100/1000 (2 DUAL SFP), RACK, ADMIN, QOS, VLAN",225.96,1
NIC-332,CISCO,"ROUTER Y GATEWAY DE VOZ CISCO, 1P WAN, 1P LAN, 1P RJ-11 FXS, 1P RJ-11 FXO, 1 A??a??O",65.82,1
NIC-339,CISCO,"ROUTER CISCO, 1P WAN, 1P WAN/DMZ, 8P LAN 10/100, 100 VPN IPSEC, FIREWALL, QOS, GAR LIM X VIDA",269.39,1
NIC-342,D-LINK,SWITCH D-LINK 8 PUERTOS10/100 BASE-TX,9.49,1
NIC-349,D-LINK,TARJETA DE RED D-LINK PCI 10/100 MBPS,5.4,1
NIC-351,D-LINK,TARJETA DE RED D-LINK USB2.0 WIRELES 802.11N,15.73,1
NIC-352,D-LINK,SWITCH D-LINK 16 PUERTOS 10/100 MBPS,26.97,3
NIC-353,D-LINK,PRINT SERVER D-LINK RJ-45 10/100 MBPS,57.08,1
NIC-367,D-LINK,TARJETA DE RED D-LINK PCI WIRELESS RANGE BOOSTER N,37.64,1
NIC-369,D-LINK,SWITCH D-LINK 8 PUERTOS 10/100/1000 GIGAEXPRESS,42.7,1
NIC-374,CISCO,"SWITCH CISCO SG300-28, 24 P 10/100/1000 + 4P 10/100/1000 (2 DUAL SFP), RACK, ADMIN, QOS, VLAN",531.32,5
NIC-377,CISCO,TRANSCEIVER MINIGBIC SFP 1000 BASE-SX FIBRA,107.89,1
NIC-392,CISCO,"ROUTER CISCO, 2P WAN, 13P LAN 10/100, 1P DMZ,  CONF HASTA 7P WAN, 100 VPN IPSEC, GAR LIM X VIDA",388.14,1
NIC-422,CISCO,"SWITCH CISCO SG200-26, 24P 10/100/1000 + 2P DUAL SFP, RACK, ADMIN LIGHT, VLAN, QOS, GAR LIM X VIDA",302.64,1
NIC-528,ANSEL,SWITCH ANSEL 8 PTOS 10/100/1000 MBPS MINI,20,3
NIC-532,ANSEL,TARJETA DE RED PCI ANSEL ETHER QUICK 10/100 MBPS 32 BITS 33/66 MHZ,2.67,3
NIC-568,APC,TARJETA DE RED APC NETWORK MANAGEMENT 10/100 BASE-T,236.89,2
NIC-572,CISCO,"ROUTER CISCO 802.11 B/G/N, 4P LAN 10/100, 2 ANT, FIREWALL, 5 VPN, QOS",77.36,3
NIC-604,D-LINK,TARJETA DE RED D-LINK USB WIRELES 802.11N A 150 MPBS,10.34,1
NIC-609,ENCORE,TARJETA DE RED PCI ENCORE 10/100 CHIP REALTEK,3.27,1
NIC-612,D-LINK,PRINT SERVER D-LINK 1 PTO USB MULTIFUNCION,52.13,1
NIC-613,D-LINK,PRINT SERVER D-LINK 2 PTS USB Y 1 PTO PARALELO,69.55,1
NIC-636,LINKSYS,SWITCH LINKSYS 16 PUERTOS 10/100 200 MBPS,60.67,1
NIC-638,LINKSYS,SWITCH LINKSYS 8 PUERTOS 10/100 200 MBPS,29.38,1
NIC-658,D-LINK,PRINT SERVER D-LINK WIRELESS 802.11B/G DE 4 PTOS USB 2.0,83.15,3
NIC-680,INTELLINET,TARJETA DE RED PCI INTELLINET GIGABIT 32 BIT,12.51,3
NIC-683,TRENDNET,TARJETA DE RED USB TRENDNET INALAMBRICA N 150 MBPS,8.48,3
NIC-684,TRENDNET,TARJETA DE RED USB TRENDNET INALAMBRICA N 300 MBPS,16.62,3
NIC-686,TRENDNET,ACCESS POINT TRENDNET INALAMBRICA N A 300 MBPS,43.07,3
NIC-688,TRENDNET,SWITCH ECOLOGICO TRENDNET 8 PTOS 10/100/1000,46.58,5
NIC-689,TRENDNET,SWITCH  SMART TRENDNET GIGABIT DE 24 PTOS + 4 PROTS GIGABIT Y 2 PTOS MINI-GBIC,138.44,5
NIC-692,TRENDNET,MINI SWITCH TRENDNET 5 PUERTOS 10/100 MBPS,10.98,5
NIC-693,TRENDNET,MINI SWITCH TRENDNET 8 PUERTOS 10/100 MBPS,13.44,5
NIC-694,TRENDNET,SWITCH ECOLOGICO TRENDNET 16 PTOS 10/100 MBPS,43.4,5
NIC-733,ANSEL,"TARJETA DE RED USB ANSEL WIRELESS N, 300 MBPS.",7.78,3
NIC-734,HP,SWITCH HP DE 8 PUERTOS ENABLED PARA SAN ,4500.17,1
NIC-743,D-LINK,TARJETA DE RED D-LINK PCI WIRELESS 802.11 N150,12.25,1
NIC-746,INTELLINET,TARJETA DE RED PCI INTELLINET 10/100 (BRACKET CORTO Y NORMAL),5.48,3
NIC-747,INTELLINET,TARJETA DE RED PCI EXPRESS INTELLINET GIGABIT (BRACKET NORMAL Y CORTO),26.47,3
NIC-755,INTELLINET,ACCESS POINT INTELLINET 150N BRIDGE,34.2,3
NIC-756,INTELLINET,TARJETA DE RED USB INTELLINET INALAMBRICA 150N,11.28,3
NIC-777,INTELLINET,HOTSPOT GATEWAY INTERNET GUESTGATE INTELLINET,144.49,3
NIC-778,HP,TARJETA DE RED NC112T PCIE HP GIGABIT P/SERVIDORES PROLIANT,59.98,1
NIC-785,HP,"SWITCH HP V1910-24G, 24P 10/100/1000+4P SFP, ADMIN, RACK, QOS, G LIM X VIDA (3CRBSG2893)",382.69,3
NIC-788,HP,"SWITCH HP V1910-48G, 48P 10/100/1000+4P SFP, ADMIN, RACK, QOS, G LIM X VIDA (3CRBSG5293)",692.83,3
NIC-789,TP LINK,TARJETA DE RED PCI TP-LINK 10/100 MBPS,2.81,2
NIC-790,TP LINK,SWITCH TP-LINK 5 PUERTOS 10/100 MBPS PARA ESCRITORIO,6.4,2
NIC-791,TP LINK,SWITCH TP-LINK 8 PUERTOS 10/100 MBPS PARA ESCRITORIO,7.42,2
NIC-793,TP LINK,TARJETA DE RED PCI TP-LINK WIRELESS 802.11G/B 54MBPS ANTENA FIJA,7.75,2
NIC-796,TP LINK,SWITCH TP-LINK 16 PUERTOS 10/100 MBPS PARA ESCRITORIO,20.67,2
NIC-798,TP LINK,ACCESS POINT INALAMBRICO/WIRELESS TP-LINK 802.11N/G/B 150MBPS ANTENA DESM 4DBI POE PASIVO HASTA 30M,17.64,2
NIC-799,TP LINK,TARJETA DE RED USB INALAMBRICA TP-LINK 150MBPS 802.11N/G/B ANTENA DESMONTABLE 4DBI,8.09,2
NIC-8,ENCORE,SWITCH ENCORE 16 PUERTOS 10/100 MBPS,16.25,1
NIC-800,TP LINK,ROUTER INALAMBRICO TP-LINK 150MBPS 802.11N/G/B 4 PUERTOS RJ45 10/100 Y 1 ANENA DESMONTABLE 5 DBI,17.19,2
NIC-801,TP LINK,PRINT SERVER TP-LINK INALAMBRICO USB,50.45,2
NIC-802,TP LINK,TARJETA DE RED USB INALAMBRICA TP-LINK 300 MBPS 802.11N/G/B,11.01,2
NIC-804,TP LINK,"PRINT SERVER TP-LINK USB 2.0, 10/100 BASE-T",36.4,2
NIC-805,TP LINK,ROUTER INALAMBRICO TP-LINK 300MBPS 802.11N/G/B 4 PUERTOS RJ45 10/100 Y 2 ANENA DESMONTABLE 5 DBI,25.39,2
NIC-806,TP LINK,SWITCH TP-LINK 8 PUERTOS 10/100/1000 MBPS PARA ESCRITORIO,23.26,2
NIC-807,TP LINK,SWITCH TP-LINK 16 PUERTOS 10/100/1000 MBPS NO ADMINISTRABLE RACK DE 19 PULGADAS,75.62,2
NIC-808,TP LINK,TARJETA DE RED USB INALAMBRICA TP-LINK 150 MBPS 802.11N/G/B,6.63,2
NIC-812,HP,"SWITCH HP V1905-24, 24P 10/100+2P DUAL (SFP O 10/100/1000), ADMIN, RACK, G 3 ANOS (3CBLSF26H)",206.29,3
NIC-814,HP,"SWITCH HP V1905-48, 48P 10/100+2P DUAL (10/100/1000 O SFP), ADMIN, RACK, G 3 ANOS (3CBLSF50H)",369.89,3
NIC-815,TP LINK,SWITCH TP-LINK 24 PUERTOS 10/100 MBPS NO ADMINISTRABLE PARA RACK DE 19 PULGADAS,40.56,2
NIC-816,TP LINK,SWITCH TP-LINK 48 PUERTOS 10/100 MBPS NO ADMINISTRABLE PARA RACK DE 19 PULGADAS,90.11,2
NIC-817,INTELLINET,TARJETA DE RED PCI INTELLINET INALAMBRICA 150N,15.41,3
NIC-821,HP,"SWITCH HP 1405-16, 16P 10/100, NO ADMIN, DESKTOP, QOS, G 3 ANOS   (3C16792C)",64.02,1
NIC-828,HP,"SWITCH HP V1910-24G 24P 10/100/1000 +4P SFP, POE (170W), ADMIN, RACK, QOS, G LIM X VIDA (3CRBSG28PW)",746.9,1
NIC-839,TRENDNET,ACCESS POINT TRENDNET INALAMBRICA N A 150 MBPS,32.56,3
NIC-841,TRENDNET,SWITCH ECOLOGICO TRENDNET  16 PTS 10/100/1000,115.6,3
NIC-846,D-LINK,SWITCH D-LINK SOHO 5-PORT GIGABIT,31.46,1
NIC-847,TP LINK,SWITCH TP-LINK 48 PUERTOS 10/100MBPS AUTO NEGOCIABLES,174.13,2
NIC-849,TRENDNET,TARJETA DE RED PCI TRENDNET 10/100 MBPS,5.66,3
NIC-856,D-LINK,ROUTER D-LINK WIRELESS XTREME N A 300 MBPS/4 PTOS GIGABIT BANDA ANCHA,95.51,1
NIC-857,D-LINK,SWITCH D-LINK 16-PTOS GIGABIT COPPER SMB,101.12,1
NIC-863,ENCORE,TARJETA DE RED PCI ENCORE ETHERNET GIGABIT 10/100/1000MBPS (LOW BRACKET),5.02,1
NIC-877,CISCO,"SWITCH CISCO SG200-50, 48P 10/100/1000 + 2P DUAL SFP, RACK, ADMIN LIGHT, QOS, VLAN, GAR LIM X VIDA",624.96,1
NIC-883,TRENDNET,"SWITCH TRENDNET GIGABIT 52 PTOS 48X10/100, 4 GIGABIT, 2 RANU",239.96,3
NIC-884,INTELLINET,SWITCH INTELLINET 8 PTOS 10/100,13.39,3
NIC-885,INTELLINET,SWITCH INTELLINET 5 PTOS 10/100,12.51,3
NIC-890,D-LINK,ROUTER D-LINK INALAMBRICO C/PTO EXTERNO 3G,44.94,0
NIC-892,TP LINK,ACCESS POINT INALAMBRICO/WIRELESS TP-LINK EXTERNO 802.11G/B 54MBPS ANTENA INTERNA 12DBI 500MWATTS ,47.19,2
NIC-893,INTELLINET,TARJETA DE RED USB INTELLINET INALAMBRICA 300N,18.07,3
NIC-899,TP LINK,ACCESS POINT INALAMBRICO/WIRELESS TP-LINK 802.11N/G/B 300 MBPS 3 ANTENAS DESM 4DBI POE PASIVO 30M,40.34,2
NIC-907,TP LINK,TARJETA DE RED USB  INALAMBRICA TP-LINK 150 MBPS  802.11N/G/B ANTENA DESMONTABLE 5DBI 1 WATT,12.7,2
NIC-908,TP LINK,ROUTER TP-LINK WIRELESS 3G 4G 802.11N/G/B 300MBPS 2 ANTENA DESMONTABLES 3DBI,34.04,2
NIC-912,TRENDNET,SWITCH KVM TRENDNET USB DE 2 PUERTOS (INCLUYE CABLES),21.06,2
NIC-924,D-LINK,SWITCH D-LINK WEB SMART48-PORT GIGABIT CON 4COMBO SFP SLOTS,528.09,1
NIC-936,TP LINK,ROUTER BALANCEADOR DE CARGA TP-LINK 1 PUERTO LAN 1 PUERTO WAN Y 3 PUERTOS WAN-LAN 10/100,58.43,2
NIC-937,TP LINK,SWITCH TP-LINK 16 PUERTOS 10/100/1000 MBPS NO ADMINISTRABLE PARA RACK DE 13 PULGADAS,70.9,2
NIC-939,TP LINK,TARJETA DE RED USB INALAMBRICA TP-LINK 150 MBPS 802.11N/G/B TAMA??a??O MINI,6.52,2
NIC-941,TRENDNET,SWITCH TRENDNET 4 PTS POE Y 4 PTOS 10/100 MBPS,66.09,3
NIC-952,INTELLINET,ACCESS POINT INTELLINET 300N + POE / PARA EXTERIORES,268.18,3
NIC-953,INTELLINET,ACCESS POINT INTELLINET DE ALTA POTENCIA + POE 300N,54.91,3
NIC-955,INTELLINET,TARJETA DE RED USB INTELLINET INALAMBRICA 150N MINI,12.72,3
NIC-956,D-LINK,SWITCH D-LINK WEB SMART DE 28 PUERTOS/24 PTOS 10/100 + 2 GIGABIT + 2 SPF,161.01,1
NIC-957,TP LINK,ROUTER INALAMBRICO TP-LINK 300MBPS 802.11N/G/B 3 ANTENAS DESMONTABLES 4 PUERTOS GIGABIT,57.1,2
NIC-961,CISCO,"SWITCH CISCO SF200-48, 48P 10/100 + 2P COMBO 10/100/1000 SFP, RACK, ADMIN LIGHT, QOS, VLAN",300.61,1
NIC-962,XEROX,PRINT SERVER XEROX PARA WC5020_B,56.92,1
NIC-963,TP LINK,ACCESS POINT INALAMBRICO/WIRELESS TP-LINK 0.4 WATTS 802.11G/B 54MBPS POE PASIVO 30M,28.43,2
NIC-965,CISCO,"SWITCH CISCO SF200-24, 24P 10/100 + 2P COMBO 10/100/1000 SFP, RACK, ADMIN LIGHT, QOS, VLAN",171,1
NIC-976,TP LINK,TARJETA DE RED USB INALAMBRICA TP-LINK 300MBPS 802.11N/G/B ANTENA DUAL 3DBI,14.94,2
NIC-981,TRENDNET,ROUTER TRENDNET INALAMBRICO 300MBPS ADSL2/2+MODEM,41.98,3
NIC-987,TRENDNET,SWITCH TRENDENT SMART 48PTOS 10/100/1000MBPS 4 RANURAS MINI-G,522.99,3
NIC-988,TRENDNET,SWITCH TRENDNET POE 8 PTOS 10/100 MBPS POE,207.71,3
NIC-990,D-LINK,"SWITCH CAPA 2/4 D-LINK 24 PTS/4 PTS SHARED, 2 STACK PO",449.44,1
NIC-991,TP LINK,TARJETA DE RED PCI-EXPRESS TP-LINK 10/100/1000MBPS,8.31,2
NIC-994,TP LINK,ROUTER TP LINK BALANCEADOR DE CARGA TP-LINK 1 A 4 WAN 1 A 4 LAN,31.91,2
DVD-33,SAMSUNG,"REPRODUCTOR DVD SAMSUNG DVD-D530K, ESCALADOR A FULL HD",541.57,1
DVD-37,SAMSUNG,"REPRODUCTOR BLU-RAY 3D SAMSUNG BD-E5900, HDMI,USB,BD-LIVE V2.0, ALLSHARE, APPS,NAVEGDOR WEB, WIFI",1954.17,1
DVD-38,SAMSUNG,"REPRODUCTOR DVD SAMSUNG DVD-E360, MULTIFORMATO, DVD, USB, CD RIPPING",450.12,1
DVD-40,SONY,"REPRODUCTOR DVD SONY DVP-SR115 JPEG,MP3,WMA,CD,DVD",391.01,1
DVD-41,SONY,REPRODUCTOR BLU-RAY SONY S190/SALIDA FULL HD 1080P/ HDMI,1332.58,1
DVD-42,SAMSUNG,"REPRODUCTOR BLU-RAY SAMSUNG BD-F5100, HDMI,USB,ETHERNET SI,ANYNET+",1044.94,1
DVD-43,SAMSUNG,"REPRODUCTOR BLU-RAY 3D SAMSUNG BD-F6500,ALLSHARE(DLNA),WEB BROWSER, WIFI,",1935.96,1
DVD-44,SAMSUNG,"REPRODUCTOR BLU-RAY 3D SAMSUNG BD-F5500,SMART LITE,NETFLIX,YOUTUBE,FACEBOOK,ETHERNET LAN",1432.58,1
MP3-181,TRANSCEND,REPRODUCTOR MP3 T.SONIC 870W USB2.0 8GB TRANSCEND BLANCO,51.42,2
MP3-182,ACTECK, MP3 CON BOCINA INTEGRADA PORTATIL SKATE RECARGABLE USB SD FM AUX,398.83,2
MP3-183,ACTECK,MP3 CON BOCINA INTEGRADA PORTATIL REBEL RECARGABLE USB SD FM AUX,398.83,2
